SG_UF,ANO_ELEICAO,CD_CARGO,DS_CARGO,NR_CANDIDATO,NM_CANDIDATO,DS_SITUACAO_CANDIDATURA,NR_IDADE_DATA_POSSE,NM_COLIGACAO,SQ_COLIGACAO,NR_PARTIDO,NM_PARTIDO,QT_VOTOS,ranking_colig,CADEIRAS_r1,CADEIRAS_r2,CADEIRAS_r3,CADEIRAS_r4,eleito_r1,eleito_r2,eleito_r3,eleito_r4
PR,2018,6,DEPUTADO FEDERAL,1810,TIAGO FURLANETTO SOARES,APTO,34,Coligação do bem e da verdade para mudar o Paraná,160000050264,18,REDE SUSTENTABILIDADE,1112,16,0,0,0,0,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,2810,JOSINO DE MELO,APTO,60,UNIDOS PELO PARANÁ,160000050563,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1110,7,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,7014,RENATO PINHEIRO DA SILVA,APTO,49,PARTIDO ISOLADO,250000050187,70,AVANTE,1108,31,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1270,ELZA ALVES DE CARVALHO,APTO,72,PARTIDO ISOLADO,250000050629,12,PARTIDO DEMOCRÁTICO TRABALHISTA,1107,25,1,1,2,2,0,0,0,0
CE,2018,6,DEPUTADO FEDERAL,2896,JOSE VALBERTO LEITE ESMERALDO,APTO,67,PRTB - PPS - PATRIOTAS,60000050303,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1107,20,1,1,1,1,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,3115,NILTON GOMES CARDOSO,APTO,59,PARTIDO ISOLADO,190000050173,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,1107,29,0,0,0,0,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,1812,EDVALDO JOSÉ DE OLIVEIRA,APTO,50,PARTIDO ISOLADO,170000050757,18,REDE SUSTENTABILIDADE,1107,5,0,0,0,0,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,1888,BRUNA SCHLICHTING,APTO,28,Coligação do bem e da verdade para mudar o Paraná,160000050264,18,REDE SUSTENTABILIDADE,1107,17,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,2760,JOSE OTAVIO GUERRA DE SOUZA,APTO,56,Rio Sustentável,190000050675,27,DEMOCRACIA CRISTÃ,1106,21,0,1,0,1,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,1261,ANDERSON DA SILVA,APTO,36,RENOVAR PARA MUDAR,190000050414,12,PARTIDO DEMOCRÁTICO TRABALHISTA,1106,37,3,3,3,3,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,5144,FRANCISCO ANTONIO DA SILVA FILHO,APTO,53,COLIGAÇÃO REDE PATRIOTA,50000050122,51,PATRIOTA,1105,18,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1347,ALEX OLIVEIRA DA SILVA,APTO,47,SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES,250000050635,13,PARTIDO DOS TRABALHADORES,1105,68,8,8,9,8,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,4523,ANDRE RICARDO GOMES FERREIRA,APTO,46,O RIO TEM JEITO,190000050094,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1105,35,2,2,2,2,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,9006,SAMUEL MARIANO DA SILVA,APTO,36,O PERNAMBUCO QUE VOCÊ QUER,170000050461,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,1105,7,2,2,2,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,5087,HIGOR CAUÊ DE SOUZA OLIVEIRA,APTO,22,SEM MEDO DE MUDAR SÃO PAULO,250000050048,50,PARTIDO SOCIALISMO E LIBERDADE,1105,57,3,3,3,3,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,5150,LUIZ GERALDO CABOCLO DOS SANTOS,APTO,58,PARTIDO ISOLADO,170000050462,51,PATRIOTA,1104,14,1,1,1,1,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,1370,CÍCERO ROMÃO DE OLIVEIRA,APTO,57,PARTIDO ISOLADO,170000050562,13,PARTIDO DOS TRABALHADORES,1103,14,2,2,2,2,0,0,0,0
MA,2018,6,DEPUTADO FEDERAL,5123,SILVANA DA SILVA COSTA,APTO,53,TODOS PELO MARANHÃO 2,100000050046,51,PATRIOTA,1103,20,6,5,6,5,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,2033,RICARDO FERNANDES MOREIRA,APTO,51,UNIDOS POR MINAS,130000050297,20,PARTIDO SOCIAL CRISTÃO,1103,35,2,2,2,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,4348,ADRIANA SIMÕES DE ARAUJO,APTO,37,PARTIDO ISOLADO,250000050304,43,PARTIDO VERDE,1103,41,1,1,1,1,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,3139,ALEXANDRE DE MELO BAIA,APTO,50,COMPROMISSO POR MINAS,130000050726,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,1102,41,2,2,2,2,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,3032,MICHELE NAILI,APTO,64,PARTIDO ISOLADO,190000050062,30,PARTIDO NOVO,1101,19,1,1,1,1,0,0,0,0
MA,2018,6,DEPUTADO FEDERAL,4555,CELSO CORREA PINHO,APTO,68,CORAGEM E UNIÃO PARA FAZER O MARANHÃO MELHOR - 1,100000050245,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1100,13,1,1,1,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,4386,EDSON BERTONI,APTO,59,PARTIDO ISOLADO,250000050304,43,PARTIDO VERDE,1100,42,1,1,1,1,0,0,0,0
MA,2018,6,DEPUTADO FEDERAL,2277,ANA LUCIA RIBEIRO SERRA,APTO,49,TODOS PELO MARANHÃO 2,100000050046,22,PARTIDO DA REPÚBLICA,1100,21,6,5,6,5,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,4365,ANDREIA CAMPOS SALES MARTINS,APTO,44,PARTIDO ISOLADO,250000050304,43,PARTIDO VERDE,1100,43,1,1,1,1,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,1350,JOCIANE BUENO DE OLIVEIRA,APTO,40,PARTIDO ISOLADO,160000050614,13,PARTIDO DOS TRABALHADORES,1100,25,3,3,3,3,0,0,0,0
GO,2018,6,DEPUTADO FEDERAL,5133,EDUARDO PEREIRA DE SOUSA,APTO,39,GOIÁS AVANÇA MAIS II,90000050605,51,PATRIOTA,1100,15,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,5105,ENOQUE JOSE PEREIRA,INAPTO,45,PARTIDO ISOLADO,250000050086,51,PATRIOTA,1098,40,0,0,0,0,0,0,0,0
RR,2018,6,DEPUTADO FEDERAL,2233,WILLIAM JORGE FERNANDES NEVES,APTO,66,RENOVAÇÃO DEMOCRÁTICA I,230000050219,22,PARTIDO DA REPÚBLICA,1097,7,0,1,0,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,9027,FABIO GOMES SOUTO,APTO,43,PARTIDO ISOLADO,250000050020,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,1096,40,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,7727,SIMONE MIRANDA ALCÂNTARA LEITE,APTO,39,PARTIDO ISOLADO,250000050143,77,SOLIDARIEDADE,1096,23,0,1,0,1,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,4435,MARCOS AURELIO DA SILVA,APTO,53,PARTIDO ISOLADO,190000050661,44,PARTIDO REPUBLICANO PROGRESSISTA,1095,25,1,1,1,1,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,7014,EDIE OLIVEIRA REZENDE,APTO,60,PARTIDO ISOLADO,130000050180,70,AVANTE,1094,42,3,3,3,3,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,1999,WANDER LUIZ DA SILVA,APTO,55,JUNTOS PELO RIO,190000050120,19,PODEMOS,1092,27,2,2,2,2,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,5121,CARLOS ZALBERTO BOA MORTE FILHO,APTO,41,PARTIDO ISOLADO,190000050610,51,PATRIOTA,1092,9,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,5010,SAMUEL PEREIRA DOS SANTOS,APTO,61,SEM MEDO DE MUDAR SÃO PAULO,250000050048,50,PARTIDO SOCIALISMO E LIBERDADE,1090,58,3,3,3,3,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,2817,MARCUS ANTUNES DA SILVEIRA,APTO,46,PARTIDO ISOLADO,190000050716,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1090,24,0,0,0,0,0,0,0,0
TO,2018,6,DEPUTADO FEDERAL,1777,PATRICIA PEREIRA DE OLIVEIRA,APTO,30,JUNTO COM O POVO,270000050684,17,PARTIDO SOCIAL LIBERAL,1089,7,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,5523,ALEXANDRE FELIPE DUARTE CORRADI,APTO,57,RECONSTRUÇÃO JÁ,130000050355,55,PARTIDO SOCIAL DEMOCRÁTICO,1087,56,12,12,12,12,0,0,0,0
PB,2018,6,DEPUTADO FEDERAL,7015,ARI SANTOS SILVA,APTO,48,A FORÇA DO TRABALHO II,150000050127,70,AVANTE,1087,15,0,0,0,0,0,0,0,0
AC,2018,6,DEPUTADO FEDERAL,1277,CLEIDE MARIA FERREIRA DE ARAUJO,APTO,47,PARTIDO ISOLADO,10000050063,12,PARTIDO DEMOCRÁTICO TRABALHISTA,1087,6,0,1,0,1,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,1833,MARCONI RODRIGUES DE LIRA,APTO,47,PARTIDO ISOLADO,170000050757,18,REDE SUSTENTABILIDADE,1087,6,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1256,ANTONIO HERNANDES DA SILVA PASSOS,APTO,47,PARTIDO ISOLADO,250000050629,12,PARTIDO DEMOCRÁTICO TRABALHISTA,1087,26,1,1,2,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,5145,ROGERIO SILVA LOPES,APTO,46,PARTIDO ISOLADO,250000050086,51,PATRIOTA,1086,41,0,0,0,0,0,0,0,0
MA,2018,6,DEPUTADO FEDERAL,1920,NESTOR DA SILVA ALMEIDA,APTO,40,CORAGEM E UNIÃO PARA FAZER O MARANHÃO MELHOR - 1,100000050245,19,PODEMOS,1086,14,1,1,1,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,5145,ABEL ELIAS DE CAMARGO,INAPTO,40,PARTIDO ISOLADO,250000050086,51,PATRIOTA,1086,42,0,0,0,0,0,0,0,0
GO,2018,6,DEPUTADO FEDERAL,3007,ELIANA DE ANDRADE SARMENTO TAVARES,APTO,58,PARTIDO ISOLADO,90000050073,30,PARTIDO NOVO,1085,5,0,0,0,0,0,0,0,0
DF,2018,6,DEPUTADO FEDERAL,5055,ERICK VINICIUS ANDRADE DA ROCHA,APTO,23,ELAS POR NÓS: SEM MEDO DE MUDAR O DF,70000050081,50,PARTIDO SOCIALISMO E LIBERDADE,1084,6,0,0,0,0,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,5155,ROBERTO GIBSON FERREIRA COSTA,APTO,58,COLIGAÇÃO REDE PATRIOTA,50000050122,51,PATRIOTA,1083,19,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,3155,HELIL BARRETO CARDOZO,APTO,53,PARTIDO ISOLADO,190000050173,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,1083,30,0,0,0,0,0,0,0,0
GO,2018,6,DEPUTADO FEDERAL,2000,CARLOS PEDROSA DA SILVA,APTO,50,A MUDANÇA É AGORA I,90000050428,20,PARTIDO SOCIAL CRISTÃO,1083,18,6,5,6,5,0,0,0,0
RN,2018,6,DEPUTADO FEDERAL,5051,FRANCISCO ALBERTO DO NASCIMENTO,APTO,55,PARTIDO ISOLADO,200000050044,50,PARTIDO SOCIALISMO E LIBERDADE,1082,8,0,0,0,0,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,2828,ROGÉRIO TADEU DA LUZ,APTO,50,RENOVA BAHIA,50000050178,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1082,27,3,3,3,3,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,5112,SAMUEL VICENTE DA SILVA,APTO,32,PARTIDO ISOLADO,170000050462,51,PATRIOTA,1082,15,1,1,1,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,5058,JUVENTINA DE JESUS SILVA CAMARGO,APTO,60,SEM MEDO DE MUDAR SÃO PAULO,250000050048,50,PARTIDO SOCIALISMO E LIBERDADE,1081,59,3,3,3,3,0,0,0,0
PB,2018,6,DEPUTADO FEDERAL,1789,EDUARDO CAVALCANTI DE MELLO,APTO,48,FORÇA DA ESPERANÇA III,150000050421,17,PARTIDO SOCIAL LIBERAL,1080,13,1,1,1,1,0,0,0,0
AM,2018,6,DEPUTADO FEDERAL,1307,MARIA ODIMAR DA SILVA GUIMARAES,APTO,46,O POVO FELIZ DE NOVO,40000050768,13,PARTIDO DOS TRABALHADORES,1080,7,1,1,1,1,0,0,0,0
PI,2018,6,DEPUTADO FEDERAL,1012,FRANCISCO DAS CHAGAS CIRILO OLIVEIRA,APTO,43,MUDAR PARA CUIDAR DA NOSSA GENTE,180000050225,10,PARTIDO REPUBLICANO BRASILEIRO,1080,7,0,1,0,1,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,2502,RAQUEL CASSIMIRO DA SILVA,APTO,43,O RIO QUER PAZ,190000050195,25,DEMOCRATAS,1079,55,9,9,9,9,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,5034,ROBERTO CARLOS DOS SANTOS,APTO,53,MUDAR É POSSÍVEL,190000050058,50,PARTIDO SOCIALISMO E LIBERDADE,1075,20,4,4,4,4,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,3600,DIRLANDIS CELSO MACHADO CARDOSO,APTO,61,POR UM RIO MAIS HONESTO,190000050393,36,PARTIDO TRABALHISTA CRISTÃO,1074,33,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,5034,JUPIRA MANOEL SOBRINHO,APTO,59,SEM MEDO DE MUDAR SÃO PAULO,250000050048,50,PARTIDO SOCIALISMO E LIBERDADE,1074,60,3,3,3,3,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,2800,SIDNEI BELIZARIO DE MELO,APTO,55,UNIDOS PELO PARANÁ,160000050563,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1074,8,0,0,0,0,0,0,0,0
PA,2018,6,DEPUTADO FEDERAL,2533,ROSA MARIA DOS SANTOS ALMEIDA,APTO,38,TODOS PELO PARÁ,140000050367,25,DEMOCRATAS,1071,22,5,5,5,5,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,2755,PEDRO ERNESTO FONSECA BRUM,APTO,60,Rio Sustentável,190000050675,27,DEMOCRACIA CRISTÃ,1069,22,0,1,0,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1329,SANDRA APARECIDA PEREIRA,APTO,56,SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES,250000050635,13,PARTIDO DOS TRABALHADORES,1069,69,8,8,9,8,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,1818,LEANDRO LEME SANTANA,APTO,42,MINAS À FRENTE,130000050468,18,REDE SUSTENTABILIDADE,1069,21,0,0,0,0,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,2389,LAURO OURIQUES,APTO,70,O RIO GRANDE QUE QUEREMOS,210000050292,23,PARTIDO POPULAR SOCIALISTA,1068,24,0,0,0,0,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,4413,GENIVALDO JOSÉ GOMES,APTO,52,PERNAMBUCO POR UMA PÁTRIA LIVRE,170000050723,44,PARTIDO REPUBLICANO PROGRESSISTA,1068,8,0,0,0,0,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,1800,AMILTON FARIAS,APTO,49,Coligação do bem e da verdade para mudar o Paraná,160000050264,18,REDE SUSTENTABILIDADE,1068,18,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,1220,MARCELO LARANJEIRA FRAGA,APTO,39,#MINAS PARA TODOS,130000050539,12,PARTIDO DEMOCRÁTICO TRABALHISTA,1068,57,8,8,8,8,0,0,0,0
SC,2018,6,DEPUTADO FEDERAL,4537,ANDERSON VIEIRA AMORIM,APTO,44,SANTA CATARINA MAIS FORTE,240000050252,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1067,19,2,2,2,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,3051,MARIA DO ROCIO ESMANHOTO FANTON,APTO,70,PARTIDO ISOLADO,250000050056,30,PARTIDO NOVO,1066,44,3,3,3,3,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1074,ANTONIO ZACARIAS DA SILVA,APTO,53,PARTIDO ISOLADO,250000050175,10,PARTIDO REPUBLICANO BRASILEIRO,1066,67,6,6,6,6,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,4460,JOLDEMAR NUNES CORRÊA,APTO,47,PARTIDO ISOLADO,250000050480,44,PARTIDO REPUBLICANO PROGRESSISTA,1066,20,0,0,0,0,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,6541,HELVIO RECH,APTO,54,PARTIDO ISOLADO,210000050247,65,PARTIDO COMUNISTA DO BRASIL,1065,14,0,0,0,0,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,1842,SAMUEL JOSÉ TAVARES DE OLIVEIRA,APTO,42,PARTIDO ISOLADO,170000050757,18,REDE SUSTENTABILIDADE,1065,7,0,0,0,0,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,1750,CLAUDETE SUZANA PADILHA DA SILVA,APTO,64,ENDIREITA RIO GRANDE,210000050101,17,PARTIDO SOCIAL LIBERAL,1064,28,4,4,4,4,0,0,0,0
CE,2018,6,DEPUTADO FEDERAL,4004,LUISA GONÇALVES DA SILVA,APTO,61,"PDT, PTB, DEM, PSB, PRP, PPL",60000050323,40,PARTIDO SOCIALISTA BRASILEIRO,1063,20,8,8,8,8,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,5183,ADRIANO DA SILVA NEIVA,APTO,35,PARTIDO ISOLADO,250000050086,51,PATRIOTA,1062,43,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,1226,NILSON DE ARAUJO FERREIRA,APTO,58,RENOVAR PARA MUDAR,190000050414,12,PARTIDO DEMOCRÁTICO TRABALHISTA,1060,38,3,3,3,3,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,9019,MOACIR RODRIGUES FERNANDES,APTO,54,PARTIDO ISOLADO,250000050020,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,1060,41,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,1724,ZAQUEU RODRIGUES EVANGELISTA,APTO,47,PARTIDO ISOLADO,130000050443,17,PARTIDO SOCIAL LIBERAL,1058,54,6,6,6,6,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,1744,JOSEANE ROCHA,APTO,43,PARTIDO ISOLADO,190000050390,17,PARTIDO SOCIAL LIBERAL,1058,58,12,12,12,12,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,1951,ANTONIO CARLOS EVORA CRESPO,APTO,56,JUNTOS PELO RIO,190000050120,19,PODEMOS,1057,28,2,2,2,2,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,6563,EZAQUIEL SIQUEIRA DA CONCEIÇÃO,APTO,54,FRENTE POPULAR,190000050362,65,PARTIDO COMUNISTA DO BRASIL,1056,19,3,3,3,3,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,2077,WANDERLEY FERREIRA DE SOUSA,APTO,50,UNIDOS POR MINAS,130000050297,20,PARTIDO SOCIAL CRISTÃO,1056,36,2,2,2,2,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,4474,GILCEMAR REIS VIDAL,APTO,40,PARTIDO ISOLADO,190000050661,44,PARTIDO REPUBLICANO PROGRESSISTA,1055,26,1,1,1,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1834,CÉLIA DO CARMO SILVA,APTO,56,Coligação Mobilização Sustentável por São Paulo,250000050467,18,REDE SUSTENTABILIDADE,1054,21,0,0,0,0,0,0,0,0
GO,2018,6,DEPUTADO FEDERAL,1377,JOÃO RODRIGUES DA COSTA,APTO,50,MUDANÇA DE VERDADE,90000050496,13,PARTIDO DOS TRABALHADORES,1054,12,0,1,0,1,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,7002,MARLON ANTONIO BESSA DOS REIS,APTO,45,PARTIDO ISOLADO,130000050180,70,AVANTE,1054,43,3,3,3,3,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,5514,ELOIZA DE FATIMA SOUZA DALLA VECCHIA,APTO,60,RECONSTRUÇÃO JÁ,130000050355,55,PARTIDO SOCIAL DEMOCRÁTICO,1053,57,12,12,12,12,0,0,0,0
RO,2018,6,DEPUTADO FEDERAL,1770,MARCELO PEDERIVA BARBOSA,APTO,29,PARTIDO ISOLADO,220000050702,17,PARTIDO SOCIAL LIBERAL,1053,9,0,1,0,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,5056,TADEU ARQUIMEDES RIBEIRO DE OLIVEIRA,APTO,33,SEM MEDO DE MUDAR SÃO PAULO,250000050048,50,PARTIDO SOCIALISMO E LIBERDADE,1052,61,3,3,3,3,0,0,0,0
SC,2018,6,DEPUTADO FEDERAL,5025,KATIA MARIA COSTA,APTO,47,UM CAMINHO PRA GENTE,240000050054,50,PARTIDO SOCIALISMO E LIBERDADE,1051,13,0,0,0,0,0,0,0,0
AM,2018,6,DEPUTADO FEDERAL,1234,RAFAEL OLIVEIRA GALVAO,INAPTO,43,EU VOTO NO AMAZONAS I,40000050278,12,PARTIDO DEMOCRÁTICO TRABALHISTA,1051,14,4,4,4,4,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,5010,DANIEL AUGUSTO MARÇAL DOS SANTOS,APTO,57,FRENTE MINAS SOCIALISTA,130000050181,50,PARTIDO SOCIALISMO E LIBERDADE,1050,17,1,1,1,1,0,0,0,0
RO,2018,6,DEPUTADO FEDERAL,1818,ROSSINI LANDY CARVALHO DE SÁ,APTO,47,POR UMA RONDÔNIA QUE QUEREMOS I,220000050762,18,REDE SUSTENTABILIDADE,1050,4,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,5011,LECI CARVALHO E SILVA,APTO,49,MUDAR É POSSÍVEL,190000050058,50,PARTIDO SOCIALISMO E LIBERDADE,1049,21,4,4,4,4,0,0,0,0
SE,2018,6,DEPUTADO FEDERAL,4343,GIVALDO HENRIQUE DE JESUS SILVA,APTO,52,DIGNIDADE PARA O POVO,260000050282,43,PARTIDO VERDE,1048,3,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,1851,MARCO AURELIO ALVES DA SILVA,APTO,41,MINAS À FRENTE,130000050468,18,REDE SUSTENTABILIDADE,1048,22,0,0,0,0,0,0,0,0
SC,2018,6,DEPUTADO FEDERAL,1616,GABRIELA SANTETTI CELESTINO,APTO,28,PARTIDO ISOLADO,240000050265,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1048,1,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,2737,ANA VALERIA GUERRIERI FREYESLEBEN,APTO,56,Rio Sustentável,190000050675,27,DEMOCRACIA CRISTÃ,1047,23,0,1,0,1,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,1917,MARCIO ARANTES LIMONGI,APTO,54,PARTIDO ISOLADO,130000050653,19,PODEMOS,1047,12,1,1,1,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1838,CLAÚDIO DE JESUS PAES,APTO,53,Coligação Mobilização Sustentável por São Paulo,250000050467,18,REDE SUSTENTABILIDADE,1047,22,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,2710,ALDAIR CESAR DA SILVA,APTO,51,Rio Sustentável,190000050675,27,DEMOCRACIA CRISTÃ,1047,24,0,1,0,1,0,0,0,0
CE,2018,6,DEPUTADO FEDERAL,9050,REGINA DUARTE DA SILVA,APTO,46,PARTIDO ISOLADO,60000050042,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,1045,17,2,2,2,2,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,1238,ELIANDRA APARECIDA DOS SANTOS GRUTZMANN,APTO,38,FRENTE TRABALHISTA SUSTENTAVEL,210000050135,12,PARTIDO DEMOCRÁTICO TRABALHISTA,1045,23,3,3,3,3,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,5101,JOSE NILTON BARBOSA DA SILVA,APTO,46,PARTIDO ISOLADO,170000050462,51,PATRIOTA,1044,16,1,1,1,1,0,0,0,0
MA,2018,6,DEPUTADO FEDERAL,1444,MARIA DO LIVRAMENTO BRANDÃO FERREIRA,APTO,63,TODOS PELO MARANHÃO 1,100000050055,14,PARTIDO TRABALHISTA BRASILEIRO,1043,22,6,6,6,6,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,4033,LISIANE MUTTI DE BRITO MAGALHÃES,APTO,47,RENOVAR PARA MUDAR,190000050414,40,PARTIDO SOCIALISTA BRASILEIRO,1042,39,3,3,3,3,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,9048,FERNANDO CESAR DE CAMARGO ROSSETO,APTO,46,PARTIDO ISOLADO,250000050020,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,1042,42,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,5489,INDALÉCIO ADRIANO LIMA,APTO,42,PARTIDO ISOLADO,250000050261,54,PARTIDO PÁTRIA LIVRE,1042,14,0,0,0,0,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,1878,JOSIVALDO MANOEL BARROS,APTO,38,PARTIDO ISOLADO,170000050757,18,REDE SUSTENTABILIDADE,1042,8,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,2123,LUÍS FERNANDO DE BARROS COSTA,APTO,34,FRENTE MINAS SOCIALISTA,130000050181,21,PARTIDO COMUNISTA BRASILEIRO,1042,18,1,1,1,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,9035,ANTONIO RAIMUNDO FEDOSSI,APTO,62,PARTIDO ISOLADO,250000050020,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,1040,43,0,0,0,0,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,5100,PAULO ALMEIDA,APTO,49,COLIGAÇÃO REDE PATRIOTA,50000050122,51,PATRIOTA,1040,20,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,7780,REGINALDO DA CRUZ,APTO,42,PARTIDO ISOLADO,250000050143,77,SOLIDARIEDADE,1040,24,0,1,0,1,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,5454,LINDIMAK VITOR DE OLIVEIRA,APTO,41,LIBERTA BAHIA,50000050236,54,PARTIDO PÁTRIA LIVRE,1040,13,1,1,1,1,0,0,0,0
